"GEO_ID","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","NAME"
"0500000US13057","76513","1518","3.8","1.1","3.1","1.0","9.9","1.7","9.0","1.9","12.7","1.9","20.5","2.6","13.9","2.2","14.1","2.0","8.7","1.4","4.2","1.2","61834","3261","79333","4232","28.0","(X)","(X)","(X)","(X)","(X)","60814","2006","2.3","1.1","1.5","0.6","7.6","1.6","9.2","2.2","12.1","2.1","19.6","2.9","15.7","2.5","16.4","2.4","10.5","1.7","4.9","1.4","71274","3571","87960","4648","(X)","(X)","27.9","(X)","(X)","(X)","48114","2341","1.7","1.0","1.0","0.6","5.9","1.6","6.8","2.1","9.2","1.8","20.1","3.2","17.2","2.9","20.0","2.9","12.4","2.2","5.8","1.7","81066","3202","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15699","2033","9.6","3.7","9.5","3.8","19.9","5.5","11.5","3.8","16.5","5.1","22.1","5.6","4.5","2.7","4.4","2.7","0.7","0.9","1.3","1.2","34036","6583","41704","4748","(X)","(X)","(X)","(X)","25.8","(X)","Cherokee County, Georgia"
"0500000US13059","39833","2427","17.9","3.3","8.2","2.2","15.3","2.8","9.3","2.2","15.5","3.2","14.5","2.4","5.8","1.5","7.5","1.8","4.4","1.6","1.7","0.9","34230","3695","49947","4683","22.9","(X)","(X)","(X)","(X)","(X)","19668","1776","8.7","3.4","6.0","3.0","13.2","4.2","6.6","2.7","16.1","4.2","19.4","4.1","8.9","2.6","12.2","3.5","6.8","2.4","2.1","1.5","48705","6402","63850","5283","(X)","(X)","22.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","59373","7680","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20165","1768","27.7","5.1","9.8","2.9","18.1","4.2","12.3","3.5","13.5","4.4","10.1","3.1","2.3","1.9","2.7","1.6","2.1","2.0","1.4","1.0","21501","2210","35392","7527","(X)","(X)","(X)","(X)","22.8","(X)","Clarke County, Georgia"
"0500000US13063","84383","2309","9.2","1.9","7.1","1.5","16.7","2.1","16.0","2.1","16.6","2.0","17.6","1.8","8.0","1.4","7.3","1.5","0.8","0.4","0.7","0.5","35672","1891","45973","2129","41.7","(X)","(X)","(X)","(X)","(X)","51027","2561","6.5","2.1","6.5","2.4","14.9","2.5","15.1","2.9","16.4","2.4","18.1","2.6","9.9","2.0","10.2","2.1","1.4","0.7","1.1","0.7","40615","2554","52952","2983","(X)","(X)","40.6","(X)","(X)","(X)","27457","2364","3.4","2.1","5.6","3.2","7.9","2.7","11.6","3.8","14.3","2.6","21.2","3.8","16.0","3.4","15.7","3.6","2.5","1.3","1.7","1.2","56815","2920","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33356","2581","13.6","3.7","8.0","2.5","21.8","3.8","17.4","4.3","17.7","4.0","15.1","2.9","4.2","1.6","2.2","1.4","0.0","0.6","0.0","0.6","27823","2786","33085","2403","(X)","(X)","(X)","(X)","42.1","(X)","Clayton County, Georgia"
"0500000US13067","256175","3637","5.4","0.7","3.6","0.6","9.4","1.0","9.9","0.9","13.4","1.3","17.6","1.3","12.6","1.1","15.9","1.2","6.4","0.7","5.9","0.7","59896","2363","80190","2354","32.2","(X)","(X)","(X)","(X)","(X)","174180","4796","3.7","0.8","3.0","0.7","7.5","0.9","8.6","1.1","12.0","1.5","16.1","1.5","13.2","1.3","19.8","1.5","8.3","1.0","7.7","1.0","72911","3614","92299","3203","(X)","(X)","32.9","(X)","(X)","(X)","129169","4928","1.4","0.6","1.3","0.5","5.0","1.0","6.0","1.2","10.4","1.6","16.4","1.7","14.9","1.6","24.1","1.8","10.4","1.3","10.1","1.4","89658","3617","107742","4010","(X)","(X)","(X)","(X)","(X)","(X)","81995","4073","10.3","1.6","5.8","1.3","13.9","2.3","13.3","2.1","15.8","2.3","20.5","2.8","9.6","1.6","7.3","1.4","1.7","0.8","1.8","0.7","40471","2528","51775","2816","(X)","(X)","(X)","(X)","27.9","(X)","Cobb County, Georgia"
"0500000US13073","44075","1524","4.3","1.5","2.3","1.1","9.5","2.5","8.0","2.3","12.4","2.5","22.6","3.9","16.8","3.2","14.5","2.7","3.6","1.2","6.1","2.6","62359","4574","81553","7335","30.8","(X)","(X)","(X)","(X)","(X)","33032","1716","3.4","1.6","2.6","1.6","6.5","2.4","6.2","2.4","12.2","2.8","23.8","4.5","16.6","3.5","16.0","3.1","4.7","1.6","8.1","3.4","68323","8291","91210","9499","(X)","(X)","31.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81362","4943","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11043","1603","7.6","4.0","4.2","3.2","18.2","6.6","13.3","4.8","13.4","5.9","17.8","6.6","15.4","7.0","10.1","6.7","0.0","1.9","0.0","1.9","41688","12309","50094","6795","(X)","(X)","(X)","(X)","29.3","(X)","Columbia County, Georgia"
"0500000US13077","45186","1443","7.8","2.1","3.4","1.6","6.9","2.1","10.7","2.9","16.5","3.2","20.5","2.8","13.6","2.7","14.7","2.7","3.8","1.3","2.1","1.4","55343","4112","65570","3804","37.2","(X)","(X)","(X)","(X)","(X)","32625","2074","5.0","2.1","1.4","0.9","6.3","2.3","8.3","2.7","16.0","3.6","22.3","3.3","13.8","3.1","19.8","3.7","5.3","1.8","1.8","1.2","62750","4190","73454","4526","(X)","(X)","39.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72344","6120","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12561","1901","14.9","5.1","8.4","5.0","9.2","4.9","17.3","6.8","19.7","6.2","15.8","5.1","10.3","5.0","1.5","1.2","0.0","1.6","3.0","4.1","35102","5861","43338","7681","(X)","(X)","(X)","(X)","31.3","(X)","Coweta County, Georgia"
"0500000US13089","258412","4440","10.5","1.1","4.6","0.7","12.0","1.1","11.1","1.1","14.3","1.3","17.9","1.3","11.3","0.9","10.0","1.0","4.3","0.6","3.8","0.5","46812","1637","65818","2020","27.7","(X)","(X)","(X)","(X)","(X)","154493","4640","7.2","1.0","3.5","0.8","10.2","1.4","10.3","1.4","13.9","1.6","18.5","1.9","12.4","1.1","12.6","1.4","5.9","0.9","5.6","0.7","56110","2663","78173","3088","(X)","(X)","30.1","(X)","(X)","(X)","93651","4347","3.8","1.2","1.5","0.6","5.1","1.3","6.3","1.2","11.3","1.9","19.3","2.2","15.8","1.6","19.0","2.0","9.3","1.4","8.7","1.2","78907","3442","102549","4774","(X)","(X)","(X)","(X)","(X)","(X)","103919","4205","15.9","2.1","6.6","1.4","15.8","1.9","13.0","1.8","14.4","2.0","16.7","1.9","8.6","1.3","5.9","1.2","1.9","0.6","1.2","0.4","33757","2518","45739","2088","(X)","(X)","(X)","(X)","22.8","(X)","DeKalb County, Georgia"
"0500000US13095","35943","1727","19.2","3.5","8.9","2.6","17.0","3.7","10.9","2.4","13.6","2.9","14.9","3.2","7.5","2.2","4.2","1.4","1.8","1.4","1.8","1.0","28444","4145","44008","4493","40.9","(X)","(X)","(X)","(X)","(X)","22536","1823","16.0","4.3","5.5","2.3","14.1","3.9","9.7","2.7","16.8","4.1","19.1","4.4","10.6","3.3","4.5","1.9","1.6","1.2","2.2","1.4","39468","4954","49129","4781","(X)","(X)","38.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","57140","7096","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13407","1685","26.8","6.5","14.5","5.2","24.7","6.7","12.0","4.4","6.0","3.0","6.9","3.5","2.4","2.0","3.3","2.7","2.3","2.9","1.2","1.1","17517","2061","33516","8620","(X)","(X)","(X)","(X)","44.0","(X)","Dougherty County, Georgia"
"0500000US13097","46754","1594","5.3","1.5","3.4","1.5","11.0","2.7","10.1","2.6","16.5","3.2","21.4","3.4","15.9","3.1","10.6","2.7","3.1","1.4","2.7","1.0","53092","4730","63805","3074","34.0","(X)","(X)","(X)","(X)","(X)","33606","1992","3.6","1.9","3.6","2.2","9.3","3.1","9.5","3.3","14.7","3.8","23.7","3.9","15.2","4.0","12.6","3.1","4.2","2.0","3.6","1.4","59615","4095","69841","3992","(X)","(X)","35.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67365","4859","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13148","1793","10.3","4.7","6.6","3.3","20.1","7.0","8.6","4.5","20.1","6.8","13.9","5.4","14.1","5.3","5.6","4.4","0.3","0.5","0.4","0.8","38940","3353","44455","5239","(X)","(X)","(X)","(X)","27.8","(X)","Douglas County, Georgia"
"0500000US13113","38127","1226","3.0","1.2","3.1","1.8","6.1","1.7","8.2","2.0","10.4","2.4","16.3","3.1","15.7","2.9","23.0","3.3","7.9","2.0","6.3","1.6","79659","6984","91712","4990","23.6","(X)","(X)","(X)","(X)","(X)","28833","1831","2.4","1.2","1.5","1.1","3.3","1.7","5.6","2.2","8.5","2.5","17.9","3.6","15.6","3.0","27.3","4.0","9.6","2.4","8.4","2.2","90953","6462","104406","5979","(X)","(X)","23.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100041","7811","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9294","1553","6.1","3.8","8.0","6.3","14.6","5.3","17.9","6.0","18.8","6.9","12.8","5.3","9.3","4.7","9.9","5.4","2.6","2.8","0.0","2.2","37712","4903","48674","7006","(X)","(X)","(X)","(X)","23.2","(X)","Fayette County, Georgia"
"0500000US13115","35634","1650","9.0","2.5","9.5","2.5","15.8","3.2","13.1","3.0","15.0","3.1","18.7","3.6","9.6","2.4","5.7","2.1","1.3","0.7","2.3","1.2","36934","3400","50789","4113","33.4","(X)","(X)","(X)","(X)","(X)","23633","1831","4.2","1.7","5.5","3.0","12.8","3.8","14.5","3.9","15.7","4.1","21.6","4.9","13.1","3.6","7.6","3.0","1.6","1.0","3.4","1.7","47308","4093","61134","5853","(X)","(X)","32.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","52498","3199","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12001","1496","19.4","6.0","17.3","4.9","22.3","5.8","10.9","4.3","13.0","4.7","12.2","5.0","3.0","2.0","1.1","1.4","0.7","0.8","0.0","1.7","20445","2452","28510","3561","(X)","(X)","(X)","(X)","33.1","(X)","Floyd County, Georgia"
"0500000US13117","55463","2077","2.6","1.1","3.2","1.1","7.7","1.7","7.1","1.9","10.1","2.1","16.4","3.0","15.7","2.6","19.6","2.6","9.0","2.0","8.5","1.9","79825","4853","96611","5272","30.0","(X)","(X)","(X)","(X)","(X)","44104","2166","2.0","1.3","0.9","0.8","5.9","1.9","6.0","2.0","8.2","2.3","16.0","3.1","16.9","2.8","22.9","3.0","10.9","2.3","10.3","2.3","90735","4467","108541","6306","(X)","(X)","29.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96738","5573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11359","1583","6.9","4.1","11.9","4.6","14.6","5.0","12.3","5.6","18.8","5.7","17.4","6.9","9.7","4.2","5.5","3.2","1.7","2.0","1.3","1.6","39577","6622","47731","6073","(X)","(X)","(X)","(X)","28.4","(X)","Forsyth County, Georgia"
"0500000US13121","354893","4881","10.2","0.8","5.7","0.7","10.0","1.0","9.9","0.8","11.8","0.8","15.7","1.0","10.1","0.9","12.4","0.9","6.0","0.7","8.2","0.7","52831","1986","81756","2349","33.0","(X)","(X)","(X)","(X)","(X)","202805","6166","6.9","1.0","4.2","0.7","8.0","1.1","9.2","1.2","10.0","1.0","14.8","1.3","11.1","1.1","14.6","1.2","8.9","1.2","12.2","1.0","67523","3134","102206","3676","(X)","(X)","36.4","(X)","(X)","(X)","132300","4866","1.0","0.4","1.2","0.6","3.7","0.8","6.3","1.3","8.2","1.1","15.5","1.8","13.1","1.5","20.4","1.7","12.9","1.8","17.6","1.5","101058","3124","133352","5247","(X)","(X)","(X)","(X)","(X)","(X)","152088","6272","15.1","1.4","8.0","1.3","12.9","1.6","11.0","1.5","14.0","1.6","16.5","1.7","8.8","1.3","9.0","1.3","2.0","0.5","2.6","0.7","37498","2504","52501","2733","(X)","(X)","(X)","(X)","27.8","(X)","Fulton County, Georgia"
"0500000US13127","31721","1835","7.2","2.3","6.6","2.6","13.9","3.0","15.9","4.5","12.2","3.5","14.2","3.4","12.6","3.2","10.3","3.3","2.9","1.8","4.1","1.9","41854","6422","67774","9390","39.1","(X)","(X)","(X)","(X)","(X)","22763","2264","5.9","3.0","4.7","2.7","12.3","3.3","13.3","4.7","12.3","4.4","18.5","4.1","14.8","4.3","10.9","3.7","3.0","2.2","4.3","2.1","51617","9592","71447","9238","(X)","(X)","39.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63205","15014","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8958","1371","12.2","5.8","11.0","5.5","22.4","6.9","20.8","7.0","12.4","5.7","5.4","3.7","5.5","4.3","4.5","3.3","2.1","2.4","3.7","3.6","27523","4020","53149","21919","(X)","(X)","(X)","(X)","35.3","(X)","Glynn County, Georgia"
"0500000US13135","267068","2693","4.7","0.7","4.0","0.7","8.7","1.0","10.9","1.0","15.1","1.1","19.9","1.2","13.2","1.1","14.4","1.1","5.7","0.8","3.4","0.5","57548","2399","73449","1837","30.2","(X)","(X)","(X)","(X)","(X)","202184","3979","4.7","0.9","2.8","0.7","7.1","1.0","10.1","1.1","14.1","1.5","19.4","1.5","14.0","1.3","16.5","1.3","7.0","1.0","4.3","0.7","63072","2229","80556","2061","(X)","(X)","31.1","(X)","(X)","(X)","154032","4496","1.9","0.6","1.9","0.7","5.4","0.9","9.2","1.4","12.3","1.4","19.5","1.8","15.5","1.5","20.2","1.6","8.8","1.3","5.5","0.9","74933","2710","N","N","(X)","(X)","(X)","(X)","(X)","(X)","64884","3750","6.6","1.6","7.4","2.1","14.4","2.6","15.0","2.4","18.9","2.5","19.3","2.7","9.7","2.0","6.6","1.7","1.5","0.9","0.5","0.4","40051","2327","47705","2344","(X)","(X)","(X)","(X)","25.5","(X)","Gwinnett County, Georgia"
"0500000US13139","60969","1926","6.4","1.8","5.4","1.6","12.2","2.1","12.6","2.5","16.7","2.9","18.6","2.9","12.0","2.1","8.8","1.9","4.7","1.2","2.5","1.1","47002","2277","62506","4058","26.9","(X)","(X)","(X)","(X)","(X)","46305","2349","4.2","1.8","4.3","1.2","10.6","2.4","11.0","2.7","16.6","3.3","20.1","3.6","12.9","2.6","12.0","2.5","5.0","1.3","3.3","1.4","53143","4275","70118","4990","(X)","(X)","28.8","(X)","(X)","(X)","34559","2430","1.8","1.3","2.3","1.4","8.8","2.8","9.8","3.0","15.2","3.7","21.9","4.3","15.0","3.3","15.0","2.9","6.1","1.6","4.1","1.9","61473","3597","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14664","1563","16.2","5.6","10.9","4.6","18.6","4.5","16.5","5.7","16.1","4.6","12.3","4.4","8.2","3.7","0.0","1.4","1.1","1.7","0.0","1.4","26814","3601","33687","3760","(X)","(X)","(X)","(X)","20.3","(X)","Hall County, Georgia"
"0500000US13151","68821","1662","6.4","2.1","3.3","1.0","9.2","1.8","7.6","1.8","14.9","2.6","22.9","3.3","15.6","2.3","14.7","2.7","3.0","1.1","2.5","1.2","57341","5157","68717","3677","31.2","(X)","(X)","(X)","(X)","(X)","49152","2666","3.9","1.7","1.6","0.8","7.4","1.8","5.7","1.9","13.8","2.6","24.0","4.1","19.1","3.0","17.8","3.3","3.6","1.5","3.1","1.5","68414","3989","77871","4287","(X)","(X)","25.9","(X)","(X)","(X)","36680","2668","1.7","1.0","0.7","0.6","5.3","1.9","4.8","1.7","12.1","2.9","21.8","4.2","23.1","3.6","22.7","3.9","3.9","1.5","3.9","2.0","77368","3846","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19669","2492","14.6","5.0","8.2","2.7","13.9","5.3","11.3","4.0","20.2","6.1","18.7","4.9","5.5","2.7","5.3","3.2","1.5","1.4","0.7","1.2","36548","6001","43015","4797","(X)","(X)","(X)","(X)","43.0","(X)","Henry County, Georgia"
"0500000US13153","50823","1845","6.6","1.8","4.9","1.7","10.1","2.1","9.7","2.4","12.7","2.4","23.0","3.2","15.5","3.0","12.5","2.4","3.1","1.3","2.0","1.2","58401","6783","63353","3423","31.4","(X)","(X)","(X)","(X)","(X)","36446","2048","4.6","1.9","3.3","1.5","9.5","2.4","9.8","2.9","11.6","2.6","21.3","3.3","17.0","3.6","16.4","3.2","4.0","1.7","2.6","1.6","64668","6322","70446","4120","(X)","(X)","30.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76160","5760","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14377","1818","13.0","4.9","11.0","4.5","11.8","4.2","11.5","4.9","15.4","5.6","26.9","6.9","6.9","3.5","2.6","2.3","0.5","0.8","0.4","0.7","36427","4240","41678","4268","(X)","(X)","(X)","(X)","30.9","(X)","Houston County, Georgia"
"0500000US13185","39743","1585","11.7","2.5","6.2","1.7","17.6","2.9","12.8","3.2","14.4","3.0","17.4","2.8","8.7","2.1","8.7","2.2","1.5","0.7","1.0","0.6","36132","3170","48938","3584","36.2","(X)","(X)","(X)","(X)","(X)","26789","1473","9.1","2.8","3.6","1.8","16.0","3.5","13.6","3.7","12.9","3.3","19.9","3.6","10.3","2.2","11.6","3.1","1.6","0.9","1.5","0.9","42587","5566","56117","4913","(X)","(X)","37.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","59095","6579","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12954","1312","20.4","6.1","13.2","4.4","19.5","5.9","11.9","4.8","17.8","6.2","7.9","3.5","5.9","3.8","2.1","2.1","1.3","1.3","0.0","1.6","22768","3977","31733","4196","(X)","(X)","(X)","(X)","30.0","(X)","Lowndes County, Georgia"
"0500000US13215","72407","2555","12.8","1.6","8.4","1.6","15.2","2.1","13.2","2.0","13.3","2.1","15.7","1.9","9.0","1.3","7.8","1.4","2.0","0.8","2.6","0.8","35384","2095","54864","3850","29.3","(X)","(X)","(X)","(X)","(X)","47090","2620","10.9","2.4","7.1","2.1","10.6","2.1","12.1","2.5","13.9","2.8","16.7","2.8","11.1","1.8","11.0","2.1","2.8","1.1","3.7","1.2","43762","3261","66065","5921","(X)","(X)","33.3","(X)","(X)","(X)","26719","2095","1.9","1.2","1.9","1.2","4.7","1.9","9.8","2.5","13.1","3.3","20.8","3.6","18.0","3.1","19.0","3.5","4.8","1.8","6.0","1.9","73540","3765","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25317","2233","18.1","3.6","12.5","3.1","22.4","4.2","15.7","3.5","12.2","3.6","12.2","2.9","4.7","1.5","1.2","1.0","0.6","0.9","0.4","0.6","23608","2383","31728","2728","(X)","(X)","(X)","(X)","21.0","(X)","Muscogee County, Georgia"
"0500000US13217","35039","1202","8.8","2.6","5.8","2.0","9.3","2.7","13.0","3.3","13.8","2.9","22.2","3.4","13.2","2.7","10.5","3.1","1.9","1.0","1.5","1.0","49397","3650","56322","3868","30.4","(X)","(X)","(X)","(X)","(X)","27149","1765","8.8","2.8","3.8","1.8","7.5","2.7","12.6","3.6","12.9","3.1","25.3","4.5","14.1","3.2","11.0","3.2","2.0","1.3","2.0","1.2","53395","4082","59522","4440","(X)","(X)","29.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61731","5914","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7890","1463","11.5","6.4","11.7","5.0","15.0","7.2","18.1","8.5","16.1","6.1","19.8","7.2","4.0","3.3","2.5","3.8","1.4","1.7","0.0","2.6","31157","5226","38121","5774","(X)","(X)","(X)","(X)","33.8","(X)","Newton County, Georgia"
"0500000US13223","47343","1335","3.7","1.6","3.1","1.5","10.7","2.8","8.7","2.0","15.0","2.8","26.4","3.6","13.7","2.2","13.4","2.0","3.8","1.2","1.5","0.8","60169","3019","66770","3042","31.4","(X)","(X)","(X)","(X)","(X)","37079","1697","4.1","2.4","2.8","1.5","8.1","2.8","7.3","2.1","13.5","2.4","27.0","4.0","15.4","2.7","15.4","2.4","4.6","1.5","1.8","1.1","64800","3057","71662","3977","(X)","(X)","31.3","(X)","(X)","(X)","27284","1961","0.7","0.6","1.2","0.9","5.1","2.4","5.4","1.9","13.7","3.0","28.3","4.1","18.5","3.4","19.0","3.2","5.7","2.0","2.4","1.4","71188","2917","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10264","1356","7.4","4.5","7.9","4.5","14.0","5.2","14.7","6.0","23.1","7.1","21.6","8.7","4.5","2.3","6.1","4.0","0.8","1.3","0.0","2.0","40070","5528","43432","4896","(X)","(X)","(X)","(X)","29.8","(X)","Paulding County, Georgia"
"0500000US13245","72293","2922","12.3","1.9","8.5","1.5","13.4","2.2","11.5","2.3","16.1","2.2","19.1","2.4","8.7","1.7","6.6","1.6","2.1","0.9","1.6","0.7","39152","2651","49756","2727","35.1","(X)","(X)","(X)","(X)","(X)","45193","2820","10.6","2.5","4.4","1.5","12.4","2.6","11.1","2.6","16.3","2.7","19.5","3.0","11.5","2.6","8.8","2.3","3.3","1.4","2.1","1.1","46693","3329","57463","3319","(X)","(X)","36.9","(X)","(X)","(X)","25879","1933","3.7","2.3","2.4","1.6","7.3","2.8","10.0","2.9","16.2","3.5","23.9","4.2","15.3","4.1","13.2","3.7","4.4","1.7","3.5","1.8","61777","4752","72606","4612","(X)","(X)","(X)","(X)","(X)","(X)","27100","2299","18.4","3.9","15.1","3.2","15.7","3.9","14.3","4.0","14.7","3.5","14.7","3.9","4.0","1.7","2.2","1.6","0.2","0.4","0.6","1.0","25427","3541","34216","4491","(X)","(X)","(X)","(X)","28.7","(X)","Richmond County, Georgia"
"0500000US13247","28997","1196","6.1","2.7","3.5","1.6","7.3","2.5","10.9","3.2","14.4","3.6","22.0","3.6","16.6","3.7","12.2","3.0","3.7","2.1","3.3","1.3","57266","6637","69205","5312","32.7","(X)","(X)","(X)","(X)","(X)","22065","1343","6.5","3.4","3.9","2.1","5.3","2.8","9.0","3.4","14.3","3.5","21.6","4.8","19.4","4.8","13.8","3.4","2.7","2.3","3.3","1.9","62276","5969","72062","7374","(X)","(X)","33.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75659","3430","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6932","1375","5.1","3.7","5.2","3.6","11.6","5.9","17.1","9.8","18.4","9.8","19.7","7.5","5.9","5.2","9.5","6.6","5.0","4.8","2.5","3.9","38534","13470","57477","10822","(X)","(X)","(X)","(X)","27.3","(X)","Rockdale County, Georgia"
"0500000US13285","24697","1245","12.1","3.2","5.8","2.4","11.8","3.3","13.8","3.1","12.5","3.3","19.3","3.7","13.1","3.8","8.6","2.6","2.3","1.3","0.8","0.6","41477","5928","52485","3861","38.3","(X)","(X)","(X)","(X)","(X)","18368","1329","9.9","3.3","3.2","1.9","11.5","3.8","14.0","3.6","13.2","4.2","20.2","4.4","14.8","4.5","9.6","3.3","2.4","1.4","1.1","0.9","47188","6677","56856","4616","(X)","(X)","39.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63375","8321","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6329","914","18.3","8.4","13.4","7.5","13.8","7.1","12.9","5.3","12.4","5.9","16.6","6.9","6.0","4.3","4.8","3.1","1.8","2.4","0.0","3.2","27725","6039","38418","6518","(X)","(X)","(X)","(X)","33.2","(X)","Troup County, Georgia"
"0500000US13295","26286","1356","7.4","2.9","9.7","2.8","15.4","3.3","15.9","3.8","17.9","4.0","14.7","3.0","10.6","3.3","5.2","2.0","2.1","1.4","1.1","0.8","36927","4040","47159","3633","24.0","(X)","(X)","(X)","(X)","(X)","19322","1475","4.3","2.7","5.0","3.0","11.0","3.5","16.0","4.5","20.8","5.1","18.2","4.0","13.5","4.3","6.9","2.8","2.8","1.9","1.5","1.1","44114","3790","55345","4384","(X)","(X)","24.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","51824","6478","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6964","1264","16.5","6.5","25.0","8.3","27.6","8.9","13.6","7.6","9.8","4.8","5.9","3.5","1.6","1.5","0.0","2.9","0.0","2.9","0.0","2.9","18644","2388","22998","2691","(X)","(X)","(X)","(X)","20.5","(X)","Walker County, Georgia"
